distance_pixel,R_raw,ExR_raw,Lab_a_raw,selected_raw_native,selected_raw_oriented,selected_smoothed,selected_normalized
-18.0,255.0,160.25288496848088,0.05704145069410633,160.25288496848088,160.25288496848088,160.4103182910224,-0.31017728987594917
-17.75,255.0,160.4555980930167,0.14047877823292795,160.4555980930167,160.4555980930167,160.46899038992746,-0.3084670893130691
-17.5,255.0,160.60729731507908,0.1955775754784767,160.60729731507908,160.60729731507908,160.53092197570348,-0.30666187977001835
-17.25,255.0,160.70798263466816,0.22233784243076737,160.70798263466816,160.70798263466816,160.59232705240063,-0.3048720171489262
-17.0,255.0,160.7546076634004,0.21852512711475125,160.7546076634004,160.7546076634004,160.65260785838998,-0.30311492527292755
-16.75,255.0,160.72632283014934,0.18106004549352267,160.72632283014934,160.72632283014934,160.71613125453572,-0.3012633169297471
-16.5,255.0,160.63968322840657,0.13141748159721925,160.63968322840657,160.63968322840657,160.79258473709427,-0.29903481664859355
-16.25,255.0,160.70379298568224,0.09423958482212991,160.70379298568224,160.70379298568224,160.89600903445577,-0.29602015900272755
-16.0,255.0,160.73658583740226,0.05279604860202028,160.73658583740226,160.73658583740226,161.0433197502972,-0.29172628041559906
-15.75,255.0,160.8351223542217,0.03364261131471466,160.8351223542217,160.8351223542217,161.2532276110004,-0.2856077922717112
-15.5,255.0,161.19392727177643,0.09920489038161999,161.19392727177643,161.19392727177643,161.54583501649097,-0.2770787408330931
-15.25,255.0,161.51649931670164,0.1750680141789799,161.51649931670164,161.51649931670164,161.942157988882,-0.26552654169390194
-15.0,254.99999999999997,161.8028384889973,0.2612319827067891,161.8028384889973,161.8028384889973,162.4623162013091,-0.2503647376289212
-14.75,255.0,162.05998352472997,0.35918552851422364,162.05998352472997,162.05998352472997,163.12174017954314,-0.23114355277617674
-14.5,255.0,162.9337062901692,0.5900847648303531,162.9337062901692,162.9337062901692,163.92615942269873,-0.20769598113462662
-14.25,255.0,164.24085384828052,0.9023503131718877,164.24085384828052,164.24085384828052,164.86743329610238,-0.18025930956226044
-14.0,255.0,165.57200235761897,1.2299289848982866,165.57200235761897,165.57200235761897,165.92225309315606,-0.1495129506570227
-13.75,255.0,166.92715181818454,1.5728207800095517,166.92715181818454,166.92715181818454,167.05440102282847,-0.11651259677974485
-13.5,255.00000000000006,168.30630222997706,1.9310256985056287,168.30630222997706,168.30630222997706,168.21957438297844,-0.08254960289390915
-13.25,255.0,169.6864998536356,2.2959648805324857,169.6864998536356,169.6864998536356,169.37107147778545,-0.048985250903013394
-13.0,255.0,171.02989000889514,2.6569783233763973,171.02989000889514,171.02989000889514,170.4651154034547,-0.017095569565330072
-12.75,255.0,172.11350068556436,2.960815696789618,172.11350068556436,172.11350068556436,171.46556692943898,0.012066038674413927
-12.5,255.0,173.10628728323923,3.2619997119642563,173.10628728323923,173.10628728323923,172.34822071528754,0.03779402573397571
-12.25,255.0,174.0082498019197,3.5605303689002747,174.0082498019197,174.0082498019197,173.10461080211897,0.059841622059947544
-12.0,255.0,174.43140795297336,3.7626288705924917,174.43140795297336,174.43140795297336,173.74436820204787,0.0784895566981088
-11.75,255.0,174.58182898487632,3.906418809549317,174.58182898487632,174.58182898487632,174.29471657139175,0.09453135695064815
-11.5,255.0,174.73548417257106,4.055696159885882,174.73548417257106,174.73548417257106,174.79622262694085,0.109149479610208
-11.25,255.0,174.89977450890373,4.2062494503181185,174.89977450890373,174.89977450890373,175.29512807732243,0.12369179866798242
-11.0,255.0,175.21001709861378,4.3056449696876955,175.21001709861378,175.21001709861378,175.8342061580447,0.13940508751042754
-10.75,255.0,175.78672795921443,4.3927608123025275,175.78672795921443,175.78672795921443,176.44469566784565,0.15719990860560573
-10.5,255.0,176.57437545963626,4.477244639503128,176.57437545963626,176.57437545963626,177.14176160469725,0.17751829809253
-10.25,255.0,177.51114776630968,4.565470809178498,177.51114776630968,177.51114776630968,177.92470335501284,0.20033983417323079
-10.0,254.99999999999997,178.59704487923483,4.65743932132866,178.59704487923483,178.59704487923483,178.78121020063782,0.2253056785325573
-9.75,254.99999999999997,179.83206679841183,4.7531501759536186,179.83206679841183,179.83206679841183,179.69344389175626,0.251895873891917
-9.5,254.99999999999997,180.68345288261887,4.792482679546179,180.68345288261887,180.68345288261887,180.64298710235568,0.27957358380091635
-9.25,255.0,181.38688843177295,4.827291220340423,181.38688843177295,181.38688843177295,181.6125932434423,0.3078360969750547
-9.0,255.0,182.34728698951616,4.893129662019852,182.34728698951616,182.34728698951616,182.58491236730356,0.3361776893836995
-8.75,255.0,183.56464855584815,4.989998004584439,183.56464855584815,183.56464855584815,183.5405403004931,0.3640327595063743
-8.5,255.0,185.03897313076916,5.1178962480341985,185.03897313076916,185.03897313076916,184.45832183797714,0.39078466597125583
-8.25,255.0,185.87211367656352,5.1579396681138245,185.87211367656352,185.87211367656352,185.31920956039158,0.4158782060853121
-8.0,254.99999999999997,186.66485558951402,5.1901925017185775,186.66485558951402,186.66485558951402,186.11225451615525,0.43899423491412737
-7.75,255.0,187.36590045988956,5.214428526174193,187.36590045988956,187.36590045988956,186.8395249123954,0.46019303748345036
-7.5,255.0,187.55861266421036,5.213654297910528,187.55861266421036,187.55861266421036,187.5171386889474,0.4799444267076525
-7.25,255.0,187.99288192231404,5.244381135679585,187.99288192231404,187.99288192231404,188.17168363203504,0.4990233952632236
-7.0,255.0,188.50842382807275,5.360037654671957,188.50842382807275,188.50842382807275,188.83361554052297,0.5183176823879495
-6.75,255.0,189.13907328150208,5.4856669585891655,189.13907328150208,189.13907328150208,189.53042673588305,0.5386286465560202
-6.5,255.0,189.8848302826021,5.62126904743123,189.8848302826021,189.8848302826021,190.28196927112157,0.5605349442815071
-6.25,255.0,190.74569483137304,5.766843921198167,190.74569483137304,190.74569483137304,191.09892143144862,0.5843478309944652
-6.0,254.99979043207196,191.72655122915563,5.9415337809923665,191.72655122915563,191.72655122915563,191.98386254381757,0.6101424900697834
-5.75,254.99709845648016,192.67317508151706,6.183891694905675,192.67317508151706,192.67317508151706,192.93361669302917,0.6378263485117315
-5.5,254.9921732913375,193.69267049777528,6.429276863299796,193.69267049777528,193.69267049777528,193.94150585451612,0.667204752275422
-5.25,254.98501493664398,194.78503747793036,6.677689286174724,194.78503747793036,194.78503747793036,194.99871147690843,0.6980206542839948
-5.0,254.97562339239957,195.95027602198226,6.929128963530464,195.95027602198226,195.95027602198226,196.09470208468974,0.7299670783819672
-4.75,254.96133209552062,197.15870169404337,7.162682290780324,197.15870169404337,197.15870169404337,197.21698814635934,0.7626799741228528
-4.5,254.93712225795707,198.34418211292106,7.35412038345791,198.34418211292106,198.34418211292106,198.35065738737615,0.7957246718631601
-4.25,254.90458712645045,199.54803815346736,7.5615013597524,199.54803815346736,199.54803815346736,199.47791368820592,0.8285824423565773
-4.0,254.84730628085777,200.7359450856223,7.822167380507871,200.7359450856223,200.7359450856223,200.5777750112448,0.8606416917929264
-3.75,254.78102130795455,201.97433479943996,8.101729099527878,201.97433479943996,201.97433479943996,201.62610279797872,0.8911988186797042
-3.5,254.70000173392887,203.12428347497914,8.370249047127295,203.12428347497914,203.12428347497914,202.5960185322584,0.9194703560146095
-3.25,254.60568227237994,204.04148358320654,8.59103992944078,204.04148358320654,204.04148358320654,203.45892111284462,0.9446226261152147
-3.0,254.5074717642887,204.88082090913215,8.79519386679388,204.88082090913215,204.88082090913215,204.18636305517794,0.965826428986735
-2.75,254.40537020965513,205.64229545275583,8.982710859186554,205.64229545275583,205.64229545275583,204.75299694761236,0.9823429269452713
-2.5,254.3016284236076,206.3109566334256,9.152578423228066,206.3109566334256,206.3109566334256,205.14037831389157,0.9936344921529878
-2.25,254.2380202531649,206.45289950750086,9.240768000172624,206.45289950750086,206.45289950750086,205.340664744481,0.9994725305515388
-2.0,254.20841089203816,206.17102255663502,9.262808495748462,206.17102255663502,206.17102255663502,205.3587607153988,1.0
