distance_pixel,R_raw,ExR_raw,Lab_a_raw,selected_raw_native,selected_raw_oriented,selected_smoothed,selected_normalized
-18.0,252.0,161.0,-8.350934468284333,161.0,161.0,161.0,-0.06485551989022627
-17.75,252.0,161.0,-8.350934468284333,161.0,161.0,161.0000223056714,-0.06485494123186038
-17.5,252.0,161.0,-8.350934468284333,161.0,161.0,161.00012465872572,-0.06485228596763999
-17.25,252.0,161.0,-8.350934468284333,161.0,161.0,161.00048406558298,-0.06484296216020818
-17.0,252.0,161.0,-8.350934468284333,161.0,161.0,161.00158213482942,-0.0648144758194669
-16.75,252.0,161.0,-8.350934468284333,161.0,161.0,161.00455728337462,-0.06473729389720695
-16.5,252.0,161.0,-8.350934468284333,161.0,161.0,161.01182282356075,-0.06454880974278515
-16.25,252.0,161.0,-8.350934468284333,161.0,161.0,161.02783006003938,-0.06413354668525424
-16.0,252.0,161.0,-8.350934468284333,161.0,161.0,161.0596786283392,-0.06330732450331615
-15.75,251.75,161.0,-8.345449080302991,161.0,161.0,161.11696360079176,-0.06182122583519319
-15.5,251.5,161.0,-8.33996369232165,161.0,161.0,161.21020773416984,-0.05940226713641363
-15.25,251.25,161.0,-8.334478304340308,161.0,161.0,161.3476959644661,-0.05583551887455293
-15.0,251.0,161.0,-8.328992916358969,161.0,161.0,161.53150319228212,-0.05106715354671765
-14.75,250.75,161.5,-8.21677723060288,161.5,161.5,161.7544669002507,-0.04528298266793585
-14.5,250.5,162.0,-8.104561544846788,162.0,162.0,162.0,-0.03891331193413576
-14.25,250.25,162.5,-7.992345859090699,162.5,162.5,162.24553309974934,-0.03254364120033493
-14.0,250.0,163.0,-7.88013017333461,163.0,163.0,162.46849680771788,-0.02675947032155387
-13.75,250.0,163.0,-7.88013017333461,163.0,163.0,162.6523040355339,-0.02199110499371859
-13.5,250.0,163.0,-7.88013017333461,163.0,163.0,162.78979226583016,-0.018424356731857883
-13.25,250.0,163.0,-7.88013017333461,163.0,163.0,162.88303639920824,-0.016005398033078325
-13.0,250.0,163.0,-7.88013017333461,163.0,163.0,162.9403213716608,-0.014519299364955364
-12.75,250.0,163.0,-7.88013017333461,163.0,163.0,162.97218109279635,-0.013692787853833592
-12.5,250.0,163.0,-7.88013017333461,163.0,163.0,162.98823950580214,-0.013276197164192491
-12.25,250.0,163.0,-7.88013017333461,163.0,163.0,162.99568474941688,-0.013083051106055161
-12.0,250.0,163.0,-7.88013017333461,163.0,163.0,162.9992089325853,-0.012991626013424573
-11.75,250.0,163.0,-7.88013017333461,163.0,163.0,163.00183918744713,-0.012923391394821524
-11.5,250.0,163.0,-7.88013017333461,163.0,163.0,163.00603607050607,-0.012814514981739154
-11.25,250.0,163.0,-7.88013017333461,163.0,163.0,163.01486085551423,-0.012585580573889713
-11.0,250.0,163.0,-7.88013017333461,163.0,163.0,163.03300358382842,-0.01211491814307218
-10.75,250.0,163.0,-7.88013017333461,163.0,163.0,163.06757406147372,-0.011218083622856345
-10.5,250.0,163.0,-7.88013017333461,163.0,163.0,163.12862485548067,-0.009634291228843723
-10.25,250.0,163.0,-7.88013017333461,163.0,163.0,163.2290240367288,-0.007029714790283727
-10.0,250.0,163.0,-7.88013017333461,163.0,163.0,163.38352671799007,-0.0030215741032300976
-9.75,250.25,163.25,-7.761187470274573,163.25,163.25,163.60661452116992,0.0027658160793289886
-9.5,250.5,163.5,-7.642244767214534,163.5,163.5,163.9086549741418,0.010601412321477282
-9.25,250.75,163.75,-7.523302064154497,163.75,163.75,164.29057045155903,0.020509143058284846
-9.0,251.0,164.0,-7.404359361094459,164.0,164.0,164.73836722749866,0.03212598014177739
-8.75,251.5,165.0,-6.916022597845448,165.0,165.0,165.22041201199954,0.0446312861854482
-8.5,252.0,166.0,-6.427685834596436,166.0,166.0,165.69066213988847,0.05683061279452102
-8.25,252.5,167.0,-5.939349071347424,167.0,167.0,166.09904549744783,0.06742497878213237
-8.0,253.0,168.0,-5.451012308098413,168.0,168.0,166.40628149056835,0.07539535880726074
-7.75,252.75,167.5,-5.552048771913995,167.5,167.5,166.59693081870213,0.08034122332439639
-7.5,252.5,167.0,-5.653085235729577,167.0,167.0,166.68437675193096,0.08260976390913287
-7.25,252.25,166.5,-5.754121699545159,166.5,166.5,166.7048139052752,0.08313994879121946
-7.0,252.0,166.0,-5.855158163360741,166.0,166.0,166.70299044142615,0.08309264411284736
-6.75,252.0,166.25,-5.873358619413946,166.25,166.25,166.7162942990517,0.08343777555398746
-6.5,252.0,166.5,-5.891559075467152,166.5,166.5,166.76304383567438,0.084650561754904
-6.25,252.0,166.75,-5.909759531520356,166.75,166.75,166.83874978787986,0.08661454131053246
-6.0,252.0,167.0,-5.927959987573561,167.0,167.0,166.9199748664676,0.08872169919050565
-5.75,252.0,167.25,-6.0888754310683275,167.25,167.25,166.9745643298399,0.09013787040152076
-5.5,252.0,167.5,-6.249790874563093,167.5,167.5,166.9770287967942,0.09020180411575032
-5.25,252.0,167.75,-6.410706318057859,167.75,167.75,166.92800677765572,0.08893006470083252
-5.0,252.0,168.0,-6.571621761552626,168.0,168.0,166.87364788848006,0.08751987509357546
-4.75,251.75,166.75,-6.904476161800898,166.75,166.75,166.91692770386157,0.08864264906450381
-4.5,251.5,165.5,-7.237330562049171,165.5,165.5,167.21252047722214,0.09631097826134118
-4.25,251.25,164.25,-7.570184962297443,164.25,164.25,167.9404734848331,0.11519568656704597
-4.0,251.0,163.0,-7.903039362545716,163.0,163.0,169.26471454261906,0.14954942347212283
-3.75,250.25,167.0,-6.731307905242775,167.0,167.0,171.289823976486,0.20208523353933946
-3.5,249.5,171.0,-5.559576447939834,171.0,171.0,174.03021558075872,0.2731770424185071
-3.25,248.75,175.0,-4.387844990636894,175.0,175.0,177.398905519005,0.3605682973360821
-3.0,248.0,179.0,-3.216113533333953,179.0,179.0,181.2147396442226,0.45955945973842316
-2.75,246.5,185.0,-1.381573015217158,185.0,185.0,185.2244269094657,0.5635796006122479
-2.5,245.0,191.0,0.45296750289963716,191.0,191.0,189.13774978073616,0.6650998363380711
-2.25,243.5,197.0,2.287508021016432,197.0,197.0,192.67485854737558,0.7568602475255418
